IDpol,ClaimAmount,cumulative_cost,cumulative_cost_share,claim_rank,cumulative_claim_share,Region,DriverAgeGroup,Vehicle Age Groups,Bonus-Malus Groups,VehGas,DrivAge,VehAge,BonusMalus,Exposure,ExtremeClaim
3195863,1204.0,44971062.28999979,0.7506534873478073,8286,0.31334140069581,Centre,46-55,6-10,65-84,Regular,47,7,75,0.71,False
3148903,1204.0,44972266.28999979,0.7506735844225204,8287,0.31337921645741945,Centre,26-35,6-10,65-84,Diesel,35,8,71,1.0,False
3171778,1204.0,44973470.28999979,0.7506936814972335,8288,0.3134170322190289,Centre,18-25,11-15,85-99,Regular,25,11,95,0.71,False
3048690,1204.0,44974674.28999979,0.7507137785719464,8289,0.31345484798063833,Centre,66+,6-10,50,Regular,71,10,50,1.0,False
3205529,1204.0,44975878.28999979,0.7507338756466595,8290,0.31349266374224777,Rhone-Alpes,36-45,6-10,50,Regular,43,7,50,0.5,False
3174050,1204.0,44977082.28999979,0.7507539727213726,8291,0.3135304795038572,Centre,26-35,11-15,85-99,Regular,34,14,90,0.55,False
3189928,1204.0,44978286.28999979,0.7507740697960856,8292,0.31356829526546665,Centre,46-55,16-20,65-84,Regular,54,16,68,0.75,False
3059431,1204.0,44979490.28999979,0.7507941668707986,8293,0.3136061110270761,Centre,56-65,6-10,50,Diesel,65,7,50,0.92,False
3174123,1204.0,44980694.28999979,0.7508142639455117,8294,0.3136439267886855,Centre,18-25,11-15,100+,Diesel,23,11,125,0.44,False
4006440,1204.0,44981898.28999979,0.7508343610202247,8295,0.31368174255029496,Rhone-Alpes,26-35,3-5,51-64,Regular,30,4,57,0.1,False
3154994,1204.0,44983102.28999979,0.7508544580949377,8296,0.3137195583119044,Centre,36-45,6-10,50,Diesel,43,7,50,0.32,False
3198289,1204.0,44984306.28999979,0.7508745551696507,8297,0.31375737407351384,Ile-de-France,46-55,3-5,50,Regular,47,5,50,1.0,False
3149024,1204.0,44985510.28999979,0.7508946522443638,8298,0.3137951898351233,Centre,36-45,6-10,65-84,Diesel,37,9,78,0.81,False
3171718,1204.0,44986714.28999979,0.7509147493190769,8299,0.3138330055967327,Centre,46-55,0-2,100+,Regular,52,2,115,0.8,False
3164124,1204.0,44987918.28999979,0.7509348463937898,8300,0.31387082135834216,Centre,18-25,6-10,65-84,Regular,22,10,76,0.66,False
3148954,1204.0,44989122.28999979,0.7509549434685029,8301,0.3139086371199516,Centre,26-35,6-10,51-64,Regular,32,9,64,0.91,False
3171642,1204.0,44990326.28999979,0.750975040543216,8302,0.31394645288156103,Rhone-Alpes,36-45,3-5,51-64,Diesel,45,5,58,0.92,False
3110369,1204.0,44991530.28999979,0.750995137617929,8303,0.31398426864317047,Centre,66+,3-5,85-99,Regular,67,4,95,0.64,False
4024664,1204.0,44992734.28999979,0.751015234692642,8304,0.3140220844047799,Provence-Alpes-Cotes-D'Azur,66+,0-2,50,Regular,74,2,50,0.28,False
4021946,1204.0,44993938.28999979,0.751035331767355,8305,0.31405990016638935,Ile-de-France,36-45,0-2,50,Diesel,42,2,50,0.79,False
4015206,1204.0,44995142.28999979,0.7510554288420681,8306,0.3140977159279988,Ile-de-France,66+,3-5,50,Regular,67,3,50,0.45,False
4020865,1204.0,44996346.28999979,0.7510755259167812,8307,0.3141355316896082,Corse,56-65,0-2,50,Diesel,63,1,50,0.87,False
4027806,1204.0,44997550.28999979,0.7510956229914941,8308,0.31417334745121767,Limousin,66+,0-2,50,Regular,66,2,50,0.45,False
4044868,1204.0,44998754.28999979,0.7511157200662072,8309,0.3142111632128271,Auvergne,46-55,0-2,65-84,Diesel,47,0,71,0.89,False
4008483,1204.0,44999958.28999979,0.7511358171409203,8310,0.31424897897443654,Ile-de-France,18-25,6-10,65-84,Regular,25,10,76,0.95,False
4009380,1204.0,45001162.28999979,0.7511559142156333,8311,0.314286794736046,Haute-Normandie,36-45,0-2,51-64,Diesel,43,1,60,0.96,False
4019025,1204.0,45002366.28999979,0.7511760112903463,8312,0.3143246104976554,Midi-Pyrenees,36-45,3-5,50,Diesel,39,3,50,0.31,False
5047478,1204.0,45003570.28999979,0.7511961083650593,8313,0.31436242625926486,Aquitaine,46-55,3-5,51-64,Diesel,55,3,55,0.88,False
5030955,1204.0,45004774.28999979,0.7512162054397724,8314,0.3144002420208743,Ile-de-France,66+,0-2,50,Regular,74,2,50,0.27,False
5013775,1204.0,45005978.28999979,0.7512363025144855,8315,0.31443805778248374,Midi-Pyrenees,26-35,3-5,50,Diesel,34,4,50,0.36,False
5014954,1204.0,45007182.28999979,0.7512563995891984,8316,0.3144758735440932,Ile-de-France,46-55,3-5,50,Regular,48,4,50,0.45,False
5072856,1204.0,45008386.28999979,0.7512764966639115,8317,0.3145136893057026,Bourgogne,26-35,6-10,65-84,Regular,33,10,65,0.58,False
5048404,1204.0,45009590.28999979,0.7512965937386246,8318,0.31455150506731205,Provence-Alpes-Cotes-D'Azur,18-25,0-2,85-99,Diesel,23,1,90,0.15,False
5071120,1204.0,45010794.28999979,0.7513166908133375,8319,0.3145893208289215,Aquitaine,36-45,3-5,50,Diesel,43,3,50,0.53,False
5063255,1204.0,45011998.28999979,0.7513367878880506,8320,0.31462713659053093,Rhone-Alpes,46-55,0-2,100+,Regular,52,1,100,0.74,False
5068893,1204.0,45013202.28999979,0.7513568849627636,8321,0.31466495235214037,Picardie,46-55,0-2,50,Regular,51,1,50,0.91,False
5054311,1204.0,45014406.28999979,0.7513769820374767,8322,0.3147027681137498,Pays-de-la-Loire,36-45,0-2,51-64,Diesel,38,1,64,0.36,False
3129617,1204.0,45015610.28999979,0.7513970791121897,8323,0.31474058387535925,Centre,26-35,11-15,100+,Regular,28,15,125,0.45,False
3129656,1204.0,45016814.28999979,0.7514171761869027,8324,0.3147783996369687,Centre,36-45,11-15,50,Regular,44,11,50,0.4,False
3129627,1204.0,45018018.28999979,0.7514372732616158,8325,0.3148162153985781,Centre,36-45,0-2,85-99,Diesel,39,2,88,0.65,False
3155017,1204.0,45019222.28999979,0.7514573703363289,8326,0.31485403116018756,Centre,18-25,6-10,100+,Regular,24,8,100,0.24,False
3188436,1204.0,45020426.28999979,0.7514774674110418,8327,0.314891846921797,Centre,36-45,11-15,100+,Diesel,40,11,100,1.0,False
3047005,1204.0,45021630.28999979,0.7514975644857549,8328,0.31492966268340644,Centre,66+,11-15,50,Regular,73,12,50,0.28,False
3164064,1204.0,45022834.28999979,0.751517661560468,8329,0.3149674784450159,Centre,26-35,11-15,51-64,Regular,32,15,54,0.15,False
3136763,1204.0,45024038.28999979,0.751537758635181,8330,0.3150052942066253,Centre,26-35,6-10,51-64,Diesel,30,7,60,0.54,False
4167361,1204.0,45025242.28999979,0.751557855709894,8331,0.31504310996823476,Centre,18-25,3-5,100+,Regular,21,3,156,0.28,False
4115465,1204.0,45026446.28999979,0.751577952784607,8332,0.3150809257298442,Centre,36-45,6-10,50,Diesel,39,7,50,1.0,False
4184550,1204.0,45027650.28999979,0.7515980498593201,8333,0.31511874149145364,Centre,26-35,0-2,50,Diesel,29,1,50,0.12,False
4173439,1204.0,45028854.28999979,0.7516181469340332,8334,0.3151565572530631,Centre,56-65,3-5,50,Diesel,63,4,50,1.0,False
4167382,1204.0,45030058.28999979,0.7516382440087461,8335,0.3151943730146725,Centre,46-55,16-20,50,Diesel,53,16,50,0.53,False
4028984,1204.0,45031262.28999979,0.7516583410834592,8336,0.31523218877628195,Rhone-Alpes,36-45,6-10,85-99,Regular,39,6,90,0.37,False
4029925,1204.0,45032466.28999979,0.7516784381581723,8337,0.3152700045378914,Provence-Alpes-Cotes-D'Azur,66+,0-2,50,Regular,71,1,50,0.28,False
4020247,1204.0,45033670.28999979,0.7516985352328853,8338,0.31530782029950083,Provence-Alpes-Cotes-D'Azur,26-35,0-2,65-84,Regular,28,2,74,0.96,False
4035544,1204.0,45034874.28999979,0.7517186323075983,8339,0.31534563606111027,Rhone-Alpes,36-45,6-10,51-64,Diesel,38,6,54,0.61,False
4046981,1204.0,45036078.28999979,0.7517387293823113,8340,0.3153834518227197,Limousin,36-45,0-2,50,Diesel,41,0,50,0.06,False
4086137,1204.0,45037282.28999979,0.7517588264570244,8341,0.31542126758432915,Ile-de-France,46-55,0-2,85-99,Diesel,52,1,85,0.2,False
4027728,1204.0,45038486.28999979,0.7517789235317374,8342,0.3154590833459386,Languedoc-Roussillon,56-65,0-2,51-64,Diesel,59,1,55,0.45,False
4039304,1204.0,45039690.28999979,0.7517990206064504,8343,0.315496899107548,Poitou-Charentes,36-45,0-2,50,Diesel,42,1,50,0.75,False
4086578,1204.0,45040894.28999979,0.7518191176811635,8344,0.31553471486915746,Provence-Alpes-Cotes-D'Azur,46-55,0-2,85-99,Regular,55,2,90,0.33,False
3059222,1204.0,45042098.28999979,0.7518392147558766,8345,0.3155725306307669,Centre,18-25,6-10,100+,Regular,24,7,100,0.34,False
3059122,1204.0,45043302.28999979,0.7518593118305895,8346,0.31561034639237634,Centre,36-45,3-5,50,Regular,43,5,50,0.7,False
3058998,1204.0,45044506.28999979,0.7518794089053026,8347,0.3156481621539858,Centre,66+,6-10,51-64,Regular,82,7,62,1.0,False
3059228,1204.0,45045710.28999979,0.7518995059800156,8348,0.3156859779155952,Centre,36-45,3-5,51-64,Regular,37,4,62,1.0,False
3205262,1204.0,45046914.28999979,0.7519196030547287,8349,0.31572379367720466,Aquitaine,56-65,3-5,65-84,Regular,64,5,75,1.0,False
3189217,1204.0,45048118.28999979,0.7519397001294417,8350,0.3157616094388141,Centre,56-65,11-15,51-64,Diesel,58,11,62,0.95,False
3176953,1204.0,45049322.28999979,0.7519597972041547,8351,0.31579942520042353,Centre,56-65,6-10,50,Regular,64,7,50,1.0,False
3204758,1204.0,45050526.28999979,0.7519798942788678,8352,0.315837240962033,Centre,36-45,16-20,65-84,Diesel,41,16,68,1.0,False
3151587,1204.0,45051730.28999979,0.7519999913535809,8353,0.3158750567236424,Centre,46-55,11-15,50,Regular,47,14,50,0.75,False
3184606,1204.0,45052934.28999979,0.7520200884282938,8354,0.31591287248525185,Champagne-Ardenne,56-65,11-15,65-84,Regular,65,14,82,0.55,False
3151617,1204.0,45054138.28999979,0.7520401855030069,8355,0.3159506882468613,Centre,46-55,6-10,50,Diesel,51,9,50,1.0,False
3185876,1204.0,45055342.28999979,0.75206028257772,8356,0.3159885040084707,Centre,56-65,6-10,50,Diesel,59,7,50,1.0,False
3151601,1204.0,45056546.28999979,0.752080379652433,8357,0.31602631977008017,Centre,36-45,3-5,65-84,Diesel,43,4,80,0.45,False
3151670,1204.0,45057750.28999979,0.752100476727146,8358,0.3160641355316896,Centre,36-45,16-20,85-99,Regular,37,19,95,0.67,False
3050376,1204.0,45058954.28999979,0.752120573801859,8359,0.31610195129329904,Centre,66+,6-10,51-64,Regular,82,7,53,1.0,False
3178798,1204.0,45060158.28999979,0.7521406708765721,8360,0.3161397670549085,Centre,46-55,3-5,50,Regular,54,3,50,1.0,False
4041871,1204.0,45061362.28999979,0.7521607679512852,8361,0.3161775828165179,Nord-Pas-de-Calais,26-35,3-5,65-84,Diesel,32,5,72,0.83,False
4013583,1204.0,45062566.28999979,0.7521808650259981,8362,0.31621539857812736,Midi-Pyrenees,46-55,3-5,50,Diesel,53,4,50,0.36,False
4032806,1204.0,45063770.28999979,0.7522009621007112,8363,0.3162532143397368,Midi-Pyrenees,36-45,0-2,50,Diesel,41,1,50,0.51,False
4005054,1204.0,45064974.28999979,0.7522210591754243,8364,0.31629103010134624,Provence-Alpes-Cotes-D'Azur,66+,3-5,50,Regular,69,4,50,0.53,False
4127803,1204.0,45066178.28999979,0.7522411562501373,8365,0.3163288458629557,Provence-Alpes-Cotes-D'Azur,46-55,16-20,50,Regular,53,17,50,0.93,False
4124115,1204.0,45067382.28999979,0.7522612533248503,8366,0.3163666616245651,Provence-Alpes-Cotes-D'Azur,66+,3-5,50,Regular,69,5,50,1.0,False
4160429,1204.0,45068586.28999979,0.7522813503995633,8367,0.31640447738617455,Provence-Alpes-Cotes-D'Azur,66+,3-5,50,Diesel,69,4,50,0.28,False
3178277,1204.0,45069790.28999979,0.7523014474742764,8368,0.316442293147784,Poitou-Charentes,46-55,11-15,50,Diesel,51,13,50,1.0,False
3176821,1204.0,45070994.28999979,0.7523215445489894,8369,0.31648010890939343,Centre,46-55,6-10,50,Diesel,51,6,50,0.49,False
3114270,1204.0,45072198.28999979,0.7523416416237024,8370,0.31651792467100287,Centre,36-45,3-5,65-84,Diesel,44,4,84,0.16,False
3057245,1204.0,45073402.28999979,0.7523617386984155,8371,0.3165557404326123,Ile-de-France,36-45,6-10,65-84,Regular,37,6,73,1.0,False
3057104,1204.0,45074606.28999979,0.7523818357731286,8372,0.31659355619422175,Centre,66+,6-10,50,Diesel,83,10,50,1.0,False
3193946,1204.0,45075810.28999979,0.7524019328478415,8373,0.3166313719558312,Centre,66+,6-10,50,Regular,71,6,50,1.0,False
3151688,1204.0,45077014.28999979,0.7524220299225546,8374,0.3166691877174406,Poitou-Charentes,46-55,16-20,50,Diesel,51,18,50,0.44,False
3200905,1204.0,45078218.28999979,0.7524421269972676,8375,0.31670700347905006,Centre,66+,6-10,50,Regular,82,7,50,1.0,False
3109063,1204.0,45079422.28999979,0.7524622240719807,8376,0.3167448192406595,Centre,56-65,6-10,51-64,Diesel,62,8,58,1.0,False
3057038,1204.0,45080626.28999979,0.7524823211466937,8377,0.31678263500226894,Centre,36-45,6-10,50,Diesel,37,9,50,1.0,False
3151700,1204.0,45081830.28999979,0.7525024182214067,8378,0.3168204507638784,Centre,36-45,0-2,50,Diesel,39,2,50,0.64,False
3175875,1204.0,45083034.28999979,0.7525225152961198,8379,0.3168582665254878,Centre,66+,16-20,50,Regular,82,20,50,1.0,False
5065154,1204.0,45084238.28999979,0.7525426123708329,8380,0.31689608228709726,Ile-de-France,46-55,0-2,51-64,Diesel,48,1,54,0.45,False
5051311,1204.0,45085442.28999979,0.7525627094455458,8381,0.3169338980487067,Ile-de-France,26-35,0-2,50,Diesel,33,2,50,0.24,False
3181172,1204.0,45086646.28999979,0.7525828065202589,8382,0.31697171381031614,Poitou-Charentes,66+,3-5,50,Regular,75,4,50,1.0,False
3104822,1204.0,45087850.28999979,0.752602903594972,8383,0.3170095295719256,Poitou-Charentes,56-65,6-10,51-64,Diesel,56,6,62,0.66,False
4002673,1204.0,45089054.28999979,0.752623000669685,8384,0.317047345333535,Ile-de-France,36-45,3-5,50,Regular,38,4,50,0.28,False
4014055,1204.0,45090258.28999979,0.752643097744398,8385,0.31708516109514445,Ile-de-France,36-45,3-5,50,Diesel,45,3,50,0.45,False
4021072,1204.0,45091462.28999979,0.752663194819111,8386,0.3171229768567539,Languedoc-Roussillon,36-45,3-5,51-64,Diesel,42,5,54,0.12,False
4023129,1204.0,45092666.28999979,0.7526832918938241,8387,0.31716079261836333,Provence-Alpes-Cotes-D'Azur,26-35,6-10,50,Diesel,35,7,50,0.2,False
4076878,1204.0,45093870.28999979,0.7527033889685372,8388,0.31719860837997277,Ile-de-France,46-55,0-2,51-64,Regular,49,2,53,0.95,False
4040374,1204.0,45095074.28999979,0.7527234860432501,8389,0.3172364241415822,Nord-Pas-de-Calais,36-45,0-2,50,Regular,43,1,50,0.6,False
4027465,1204.0,45096278.28999979,0.7527435831179632,8390,0.31727423990319165,Provence-Alpes-Cotes-D'Azur,56-65,0-2,50,Diesel,58,2,50,0.45,False
4083798,1204.0,45097482.28999979,0.7527636801926763,8391,0.3173120556648011,Nord-Pas-de-Calais,46-55,11-15,50,Diesel,51,15,50,0.2,False
4070180,1204.0,45098686.28999979,0.7527837772673892,8392,0.3173498714264105,Provence-Alpes-Cotes-D'Azur,56-65,0-2,51-64,Diesel,58,2,52,0.51,False
4009068,1204.0,45099890.28999979,0.7528038743421023,8393,0.31738768718801996,Aquitaine,66+,3-5,50,Diesel,74,3,50,0.17,False
4039859,1204.0,45101094.28999979,0.7528239714168153,8394,0.3174255029496294,Ile-de-France,66+,3-5,50,Regular,72,4,50,0.81,False
4006640,1204.0,45102298.28999979,0.7528440684915284,8395,0.31746331871123884,Provence-Alpes-Cotes-D'Azur,56-65,3-5,50,Regular,65,4,50,0.7,False
4013641,1204.0,45103502.28999979,0.7528641655662414,8396,0.3175011344728483,Bourgogne,26-35,6-10,65-84,Regular,28,10,67,0.36,False
4036619,1204.0,45104706.28999979,0.7528842626409544,8397,0.3175389502344577,Aquitaine,36-45,0-2,50,Regular,44,1,50,0.67,False
4076419,1204.0,45105910.28999979,0.7529043597156675,8398,0.31757676599606716,Bretagne,26-35,0-2,51-64,Diesel,28,2,64,0.3,False
4037267,1204.0,45107114.28999979,0.7529244567903806,8399,0.3176145817576766,Languedoc-Roussillon,26-35,3-5,51-64,Diesel,30,3,62,0.5,False
4074354,1204.0,45108318.28999979,0.7529445538650935,8400,0.31765239751928603,Ile-de-France,46-55,3-5,50,Regular,52,4,50,0.87,False
4036226,1204.0,45109522.28999979,0.7529646509398066,8401,0.3176902132808955,Aquitaine,46-55,0-2,50,Regular,50,1,50,0.35,False
3056932,1204.0,45110726.28999979,0.7529847480145196,8402,0.3177280290425049,Poitou-Charentes,46-55,11-15,50,Diesel,55,15,50,1.0,False
3104616,1204.0,45111930.28999979,0.7530048450892327,8403,0.31776584480411435,Poitou-Charentes,18-25,16-20,100+,Diesel,22,16,125,0.93,False
3104582,1204.0,45113134.28999979,0.7530249421639457,8404,0.3178036605657238,Ile-de-France,56-65,6-10,50,Diesel,60,9,50,0.6,False
3198774,1204.0,45114338.28999979,0.7530450392386587,8405,0.3178414763273332,Poitou-Charentes,66+,6-10,85-99,Diesel,75,10,95,1.0,False
3176548,1204.0,45115542.28999979,0.7530651363133718,8406,0.31787929208894267,Poitou-Charentes,56-65,21+,51-64,Regular,59,25,58,1.0,False
3145271,1204.0,45116746.28999979,0.7530852333880849,8407,0.3179171078505521,Poitou-Charentes,26-35,11-15,65-84,Regular,27,12,80,0.77,False
3104825,1204.0,45117950.28999979,0.7531053304627978,8408,0.31795492361216154,Ile-de-France,26-35,11-15,85-99,Diesel,31,11,95,1.0,False
3066595,1204.0,45119154.28999979,0.7531254275375109,8409,0.317992739373771,Ile-de-France,46-55,6-10,51-64,Regular,54,6,58,1.0,False
3103636,1204.0,45120358.28999979,0.753145524612224,8410,0.3180305551353804,Limousin,26-35,6-10,100+,Regular,31,10,100,0.24,False
3066717,1204.0,45121562.28999979,0.753165621686937,8411,0.31806837089698986,Poitou-Charentes,18-25,11-15,65-84,Diesel,25,13,80,0.53,False
3066668,1204.0,45122766.28999979,0.75318571876165,8412,0.3181061866585993,Ile-de-France,36-45,11-15,51-64,Diesel,37,14,63,1.0,False
3210032,1204.0,45123970.28999979,0.753205815836363,8413,0.31814400242020874,Poitou-Charentes,36-45,3-5,65-84,Regular,37,3,71,1.0,False
3103730,1204.0,45125174.28999979,0.7532259129110761,8414,0.3181818181818182,Poitou-Charentes,18-25,11-15,100+,Regular,22,11,125,0.46,False
3056962,1204.0,45126378.28999979,0.7532460099857891,8415,0.3182196339434276,Poitou-Charentes,66+,6-10,50,Diesel,70,7,50,0.26,False
3145357,1204.0,45127582.28999979,0.7532661070605021,8416,0.31825744970503705,Poitou-Charentes,26-35,11-15,100+,Regular,30,11,100,0.98,False
3056934,1204.0,45128786.28999979,0.7532862041352152,8417,0.3182952654666465,Poitou-Charentes,66+,3-5,51-64,Regular,84,5,58,1.0,False
4160414,1204.0,45129990.28999979,0.7533063012099283,8418,0.31833308122825593,Provence-Alpes-Cotes-D'Azur,26-35,3-5,85-99,Regular,28,3,90,1.0,False
4127790,1204.0,45131194.28999979,0.7533263982846412,8419,0.31837089698986537,Provence-Alpes-Cotes-D'Azur,66+,3-5,50,Diesel,69,5,50,0.49,False
4127791,1204.0,45132398.28999979,0.7533464953593543,8420,0.3184087127514748,Provence-Alpes-Cotes-D'Azur,66+,6-10,51-64,Diesel,69,9,62,1.0,False
4127813,1204.0,45133602.28999979,0.7533665924340673,8421,0.31844652851308425,Provence-Alpes-Cotes-D'Azur,46-55,6-10,50,Diesel,53,7,50,0.4,False
4040017,1204.0,45134806.28999979,0.7533866895087804,8422,0.3184843442746937,Bourgogne,36-45,3-5,50,Regular,42,4,50,0.81,False
5021567,1204.0,45136010.28999979,0.7534067865834934,8423,0.3185221600363031,Limousin,26-35,3-5,51-64,Diesel,35,5,60,0.1,False
5028893,1204.0,45137214.28999979,0.7534268836582064,8424,0.31855997579791256,Ile-de-France,26-35,0-2,85-99,Regular,27,2,85,0.36,False
5074038,1204.0,45138418.28999979,0.7534469807329195,8425,0.318597791559522,Rhone-Alpes,36-45,3-5,50,Diesel,44,3,50,0.78,False
5072026,1204.0,45139622.28999979,0.7534670778076326,8426,0.31863560732113144,Provence-Alpes-Cotes-D'Azur,26-35,3-5,65-84,Diesel,28,3,76,0.61,False
5085144,1204.0,45140826.28999979,0.7534871748823455,8427,0.3186734230827409,Provence-Alpes-Cotes-D'Azur,46-55,0-2,51-64,Diesel,53,1,53,0.28,False
5048690,1204.0,45142030.28999979,0.7535072719570586,8428,0.3187112388443503,Bretagne,18-25,0-2,65-84,Regular,24,2,80,0.15,False
5027708,1204.0,45143234.28999979,0.7535273690317716,8429,0.31874905460595976,Ile-de-France,18-25,6-10,85-99,Regular,22,8,90,0.45,False
5075380,1204.0,45144438.28999979,0.7535474661064847,8430,0.3187868703675692,Nord-Pas-de-Calais,46-55,3-5,50,Regular,54,4,50,0.87,False
5060234,1204.0,45145642.28999979,0.7535675631811977,8431,0.31882468612917864,Rhone-Alpes,56-65,0-2,50,Diesel,57,1,50,0.58,False
5073014,1204.0,45146846.28999979,0.7535876602559107,8432,0.3188625018907881,Rhone-Alpes,36-45,3-5,50,Regular,43,5,50,0.7,False
5020584,1204.0,45148050.28999979,0.7536077573306238,8433,0.3189003176523975,Ile-de-France,26-35,6-10,65-84,Regular,28,9,80,0.12,False
3146671,1204.0,45149254.28999979,0.7536278544053369,8434,0.31893813341400695,Provence-Alpes-Cotes-D'Azur,36-45,6-10,100+,Diesel,37,10,147,0.75,False
3160680,1204.0,45150458.28999979,0.7536479514800498,8435,0.3189759491756164,Provence-Alpes-Cotes-D'Azur,46-55,3-5,50,Regular,55,5,50,0.24,False
3049332,1204.0,45151662.28999979,0.7536680485547629,8436,0.31901376493722583,Poitou-Charentes,46-55,6-10,51-64,Regular,50,7,62,1.0,False
3066628,1204.0,45152866.28999979,0.753688145629476,8437,0.31905158069883527,Poitou-Charentes,56-65,16-20,51-64,Regular,59,20,62,1.0,False
3075890,1204.0,45154070.28999979,0.753708242704189,8438,0.3190893964604447,Provence-Alpes-Cotes-D'Azur,46-55,11-15,50,Regular,51,15,50,1.0,False
3146671,1204.0,45155274.28999979,0.753728339778902,8439,0.31912721222205415,Provence-Alpes-Cotes-D'Azur,36-45,6-10,100+,Diesel,37,10,147,0.75,False
3130435,1204.0,45156478.28999979,0.753748436853615,8440,0.3191650279836636,Provence-Alpes-Cotes-D'Azur,46-55,11-15,65-84,Regular,47,14,80,0.77,False
3160645,1204.0,45157682.28999979,0.7537685339283281,8441,0.319202843745273,Provence-Alpes-Cotes-D'Azur,46-55,6-10,100+,Regular,49,8,125,0.85,False
3160687,1204.0,45158886.28999979,0.753788631003041,8442,0.31924065950688246,Provence-Alpes-Cotes-D'Azur,66+,0-2,50,Regular,72,0,50,0.44,False
3160577,1204.0,45160090.28999979,0.7538087280777541,8443,0.3192784752684919,Provence-Alpes-Cotes-D'Azur,66+,6-10,50,Regular,79,8,50,0.16,False
4127312,1204.0,45161294.28999979,0.7538288251524672,8444,0.31931629103010134,Ile-de-France,56-65,6-10,50,Regular,56,7,50,1.0,False
3097099,1204.0,45162498.28999979,0.7538489222271803,8445,0.3193541067917108,Provence-Alpes-Cotes-D'Azur,36-45,3-5,51-64,Regular,43,4,59,1.0,False
3146437,1204.0,45163702.28999979,0.7538690193018932,8446,0.3193919225533202,Provence-Alpes-Cotes-D'Azur,18-25,0-2,100+,Diesel,19,2,125,0.74,False
3160592,1204.0,45164906.28999979,0.7538891163766063,8447,0.31942973831492966,Provence-Alpes-Cotes-D'Azur,18-25,6-10,100+,Diesel,23,9,125,0.76,False
3081265,1204.0,45166110.28999979,0.7539092134513193,8448,0.3194675540765391,Provence-Alpes-Cotes-D'Azur,56-65,6-10,50,Regular,62,10,50,1.0,False
3160574,1204.0,45167314.28999979,0.7539293105260324,8449,0.31950536983814853,Provence-Alpes-Cotes-D'Azur,56-65,11-15,85-99,Regular,61,11,95,1.0,False
4163897,1204.0,45168518.28999979,0.7539494076007454,8450,0.319543185599758,Centre,46-55,16-20,51-64,Regular,49,17,53,1.0,False
5087976,1204.0,45169722.28999979,0.7539695046754584,8451,0.3195810013613674,Ile-de-France,46-55,0-2,50,Regular,53,0,50,0.8,False
3160696,1204.0,45170926.28999979,0.7539896017501715,8452,0.31961881712297685,Provence-Alpes-Cotes-D'Azur,66+,0-2,50,Regular,79,2,50,0.25,False
5046810,1204.0,45172130.28999979,0.7540096988248846,8453,0.3196566328845863,Ile-de-France,18-25,0-2,85-99,Diesel,24,1,90,0.9,False
4014287,1204.0,45173334.28999979,0.7540297958995975,8454,0.31969444864619573,Ile-de-France,46-55,3-5,50,Regular,50,3,50,0.45,False
4030961,1204.0,45174538.28999979,0.7540498929743106,8455,0.31973226440780517,Nord-Pas-de-Calais,26-35,0-2,51-64,Diesel,30,1,60,0.45,False
4084187,1204.0,45175742.28999979,0.7540699900490236,8456,0.3197700801694146,Rhone-Alpes,46-55,0-2,65-84,Regular,54,1,75,0.2,False
4037199,1204.0,45176946.28999979,0.7540900871237367,8457,0.31980789593102404,Aquitaine,56-65,0-2,50,Regular,56,1,50,0.69,False
4029815,1204.0,45178150.28999979,0.7541101841984497,8458,0.3198457116926335,Provence-Alpes-Cotes-D'Azur,56-65,0-2,50,Diesel,58,1,50,0.4,False
4033152,1204.0,45179354.28999979,0.7541302812731627,8459,0.3198835274542429,Auvergne,36-45,0-2,85-99,Diesel,43,1,89,0.08,False
4017556,1204.0,45180558.28999979,0.7541503783478758,8460,0.31992134321585236,Champagne-Ardenne,36-45,3-5,50,Diesel,41,3,50,0.7,False
4002945,1204.0,45181762.28999979,0.7541704754225889,8461,0.3199591589774618,Languedoc-Roussillon,46-55,6-10,50,Regular,47,6,50,0.28,False
4040891,1204.0,45182966.28999979,0.7541905724973018,8462,0.31999697473907124,Nord-Pas-de-Calais,26-35,0-2,85-99,Regular,30,1,85,0.11,False
3151209,1204.0,45184170.28999979,0.7542106695720149,8463,0.3200347905006807,Ile-de-France,18-25,11-15,100+,Regular,20,11,100,0.55,False
3151248,1204.0,45185374.28999979,0.754230766646728,8464,0.3200726062622901,Ile-de-France,46-55,11-15,50,Regular,46,11,50,0.29,False
3202992,1204.0,45186578.28999979,0.7542508637214409,8465,0.32011042202389955,Ile-de-France,46-55,3-5,50,Diesel,54,4,50,0.5,False
4031365,1204.0,45187782.28999979,0.754270960796154,8466,0.320148237785509,Bretagne,18-25,3-5,85-99,Diesel,25,4,85,0.46,False
3146684,1204.0,45188986.28999979,0.754291057870867,8467,0.32018605354711843,Provence-Alpes-Cotes-D'Azur,46-55,11-15,51-64,Regular,50,14,62,1.0,False
3097059,1204.0,45190190.28999979,0.7543111549455801,8468,0.32022386930872787,Provence-Alpes-Cotes-D'Azur,26-35,3-5,100+,Diesel,31,4,112,0.57,False
3081376,1204.0,45191394.28999979,0.754331252020293,8469,0.3202616850703373,Provence-Alpes-Cotes-D'Azur,46-55,11-15,50,Regular,52,14,50,0.88,False
3210173,1204.0,45192598.28999979,0.7543513490950061,8470,0.32029950083194675,Pays-de-la-Loire,46-55,16-20,50,Regular,54,19,50,1.0,False
